ticker,S3a,S3b,S3c,S3d,S3_total,lm_positive_ratio,lm_negative_ratio,commitment_ratio,uncertainty_density,litigious_density,stakeholder_specificity,accountability_ratio,temporal_commitment,adversity_resilience,s3c_slope,s3c_years,p1_flag,base_score,S1,S1_rationale,S2,S2_rationale,S4,S4_rationale,S5,S5_rationale,confidence,llm_P1,llm_P1_reason,llm_P2,llm_P2_reason,llm_P4,llm_P4_reason,llm_P8,llm_P8_reason,llm_B1,llm_B1_reason,llm_B2,llm_B2_reason,llm_B3,llm_B3_reason,llm_B4,llm_B4_reason,P1_auto,P5,llm_penalties_total,llm_bonuses_total,adjusted_score,purpose_score
WAT,0.7,1.0,0.5,0.5,1.2,0.0071,0.0035,0.5245,0.0063,0.0031,0.0725,0.6724,0.5507,0.015,0.000317,9,0,5.7,1.5,"DEF 14A letters articulate purpose 'to accelerate the benefits of pioneering science' to improve human health, food/water safety, and energy, naming customers served, but no 10-K mission passages provided and language is concentrated in CEO/Chairman cover letters.",1.0,"Early filings (2017-2019) focus on governance/financial themes with no explicit purpose statement; the 'accelerate the benefits of pioneering science' purpose language emerges from 2020-2021 onward under new CEO Batra, indicating reactive rather than foundational adoption.",0.5,"Compensation metrics are exclusively financial (constant-currency revenue growth, non-GAAP EPS/net income, relative TSR); no non-financial purpose metrics in incentive formulas, though Nominating & Corporate Governance Committee has ESG oversight mandate and Wyatt acquisition aligns with stated adjacency strategy.",1.5,"Specific groups named (7,500+ employees, 40,000 customers in 100+ countries, shareholders, communities) with measurable commitments (30% GHG reduction by 2025 from 2016 baseline, TRIR 0.34, 58%-77% renewable electricity, women at VP+ from 8% to 33%), but commitments concentrated in DEF 14A with no 10-K stakeholder passages to confirm consistency.",,0.0,"No year-labeled mission or purpose statement passages were provided, so no evidence of material rewrite can be assessed.",0.0,P1 was not triggered; P2 cannot trigger independently.,0.0,No passages document stated purpose beneficiaries or material adverse actions against any stakeholder group.,0.0,"No ESG/sustainability passages were provided, and no mission or purpose language appears in the governance passages supplied.",0.0,No mission or purpose language is present across filings to demonstrate institutional continuity across leadership periods.,0.0,No adversity passages or purpose commitments maintained during financial stress are documented in the provided passages.,0.0,"The passages describe Board governance, stock ownership guidelines, and conflict-of-interest procedures but contain no binding non-shareholder stakeholder accountability mechanisms.",0.0,No adversity passages and no purpose or mission language are present in the provided filings.,0.0,-0.5,0.0,0.0,5.2,0.3714
WBS,0.7,1.0,0.5,0.5,1.2,0.0065,0.0053,0.5835,0.0091,0.0041,0.1132,0.6368,0.4973,0.0064,-0.000102,10,0,6.2,1.8,"Mission language ('values-driven organization,' 'helping clients and communities achieve their financial goals') appears in both annual report Human Capital sections and proxy 'Commitment to Corporate Responsibility' sections, but remains generic in key elements — lacking a differentiated statement of who specifically is served and how Webster differs from peers beyond SBA lending references.",1.2,"Purpose/values language (DEIB, 'values-driven,' 'community-minded') only appears in filings from 2021-2022 onwards in the annual report passages provided; early filing passages (2016-2018 labeled data) contain only compensation tables and regulatory content with no mission sections, and the NLP decay slope of -0.0001 indicates slight erosion over time.",0.5,"No explicit non-financial metric appears in the bonus/incentive formula; compensation passages reference only financial metrics (PPNR, ROAA for Synergy Awards; financial performance scores for annual cash incentive), and while DEIB Council and Community Investment Strategy are mentioned, neither is structurally linked to executive pay or capital allocation decisions in any binding documented mechanism.",1.5,"Multiple specific stakeholder groups are named — employees (with gender diversity percentages: 62.6% women, 33.6% minorities), small/minority/women-owned businesses (SBA Top 100 lender), affordable housing communities ($6.5B three-year Community Investment Strategy), and low-to-moderate income families ($444.4M community development investment in 2021) — but most commitments are retrospective disclosures rather than forward-looking measurable targets with accountability mechanisms.",,0.0,"Mission language remains substantially consistent across 2022–2025 filings; 'values-driven organization' and 'employees are the cornerstone of our success' persist unchanged, with DEIB framing evolving naturally rather than being materially rewritten.",0.0,P1 not triggered; penalty cannot be assessed.,0.0,"No passages document material adverse action against stated beneficiary groups (employees, clients, communities); employee count grew from 3,245 (2021) to 4,131 (2023), and DEIB commitments are maintained throughout the period.",0.0,"Purpose and values language ('values-driven organization,' 'employees are the cornerstone') appear within Item 7 (MD&A) Human Capital Resources sections integrated into broader business strategy discussion, not isolated to ESG-only sections.",0.5,"Mission language 'As a values-driven organization, our employees are the cornerstone of our success' appears identically across 2022 and 2023 filings and evolves consistently through 2025, indicating institutional rather than leadership-dependent purpose.",0.0,"Although COVID-19 adversity is documented in 2022 passages (labor shortages, supply chain disruption, rising inflation), no passages show explicit costly decisions maintaining purpose commitments (e.g., sustained employee programs or community investment during revenue pressure).",0.0,"Governance passages describe advisory Business Resource Groups (BRGs) and a Corporate Responsibility Committee with reporting functions, but no legally binding or formally constituted mechanism granting non-shareholder stakeholders decision influence.",0.0,"Adversity passage (2022 COVID-19 discussion) does not explicitly invoke mission, values, or purpose language as an anchor; it addresses economic impact and interest rate forecasts without tying them to stated organizational purpose.",0.0,-0.5,0.0,0.5,6.2,0.4429
WCC,0.35,1.0,0.5,0.5,0.85,0.0084,0.0049,0.4778,0.0062,0.0038,0.1209,0.6469,0.5437,0.0189,0.000249,9,0,4.15,0.8,"The passages contain no explicit mission statement; the closest operational language is geographic service descriptions ('To serve our customers in the United States, we operate a network of approximately 350 branches') which describes operations but not a differentiated purpose, and mission is referenced only obliquely in proxy governance passages ('support Wesco's mission') without defining it.",0.5,"The year-coverage analysis confirms zero mission/purpose sections across all filing years 2017-2024; what appears across years is identical boilerplate risk factor language (regulatory/legal risks), not purpose language, indicating no longitudinal purpose consistency to score.",0.75,"The proxy filings establish 2030 sustainability goals with explicit quantified non-financial metrics (30% GHG reduction, 15% TRIR reduction, 425,000 safety training hours) tracked via a Global EHS&S Policy with KPIs, and one compensation passage references diversity/inclusion strategy as an individual performance component, but no passage explicitly ties these non-financial metrics into the bonus/incentive formula as binding mechanisms.",1.25,"Multiple specific stakeholder groups are named across proxy passages—employees (safety training, inclusion/diversity with BRGs for women, BIPOC, LGBTQ+, veterans), customers (lighting efficiency, energy management services), suppliers (diverse supplier representation), and communities—with some measurable commitments (425,000 training hours, 15% TRIR reduction) but commitments remain largely aspirational without enforceable stakeholder accountability mechanisms.",,0.0,"No explicit mission/purpose statements appear in any year-labeled passages; only regulatory risk language that remains substantively consistent across 2017-2024 with minor updates (e.g., addition of 'artificial intelligence' in 2024).",0.0,P1 not triggered; no mission rewrite to evaluate against financial distress.,0.0,"No passages identify explicit stakeholder purpose beneficiaries, and no documented material adverse actions (layoffs, environmental violations, community harm) appear in provided excerpts.",0.0,No discrete mission/purpose language exists in the dataset; governance and ESG passages appear in dedicated sections but no purpose framing appears elsewhere to compare distribution against.,0.0,No institutional mission/purpose statements exist across the filing window to demonstrate continuity predating any leadership period.,0.0,"No purpose commitments are articulated in passages to evaluate maintenance or strengthening during documented adversity (2020 stock volatility, COVID risk mentioned).",0.0,"Governance passages describe Board ESG oversight committees and cybersecurity reporting structures, but no legally binding non-shareholder stakeholder accountability mechanism (e.g., binding profit-sharing, employee board seats, community veto rights) is documented.",0.0,"Adversity passages (2020-2022 stock volatility, regulatory complexity) contain no invocation of purpose, mission, or values language as an anchor.",0.0,-0.5,0.0,0.0,3.6500000000000004,0.2607
WD,0.7,1.0,0.9,0.5,1.6,0.0058,0.0057,0.5448,0.0084,0.0044,0.0838,0.6215,0.4801,0.0046,0.000237,9,0,7.1,1.5,"No clear differentiated mission statement appears in the 10-K business sections; only fragmentary references to 'our values and our people' and generic descriptions of being a leading commercial real estate finance company serving owners/developers, with no explicit purpose statement in DEF 14A bodies either.",1.0,"Purpose/values language is absent from 2017-2021 10-Ks (which contain only boilerplate risk and business descriptions) and only appears from 2022 onward with phrases like 'our values and our people' plus DE&I/Drive to '25 goals, indicating reactive adoption rather than foundational embedding.",1.5,"Drive to '25 strategy contains explicit non-financial targets binding capital allocation — cumulative $60B affordable housing financing, GHG emissions reduction, 1% of pre-tax income to charity, and DE&I management representation targets (35% women, 25% URM) — with Compensation Committee charter mandating review of ESG goal progress, constituting a documented strategic pathway mechanism.",1.5,"Specific stakeholder groups named with measurable commitments — employees (turnover 8%, 35% women, 22% URM, 28%/14% management diversity targets), communities (1% pre-tax profit donations, 20 volunteer hours/employee), affordable housing borrowers ($60B target), and environment (GHG reduction 25-50%) — but commitments are aspirational ESG targets rather than fully binding.",,0.0,"Mission passages across 2022-2025 show consistent language ('our values and our people') with only minor technical edits (e.g., 'corporate governance section' vs. 'governance section'); no substantial reframing of core purpose identified.",0.0,"P1 not triggered, therefore P2 cannot trigger; additionally, no financial distress documented in the filing window.",0.0,"No passages document material adverse actions against stated beneficiary groups; employee turnover improved (12% to 8% 2021-2023) and diversity commitments remained consistent, contradicting any claim of harm to employees despite stated purpose.",0.0,"Purpose and values language ('Driven, Caring, Collaborative, Insightful, Tenacious') appears throughout business narrative (Item 1 Business sections, talent discussions within main 10-K body), not confined to ESG-only sections.",0.5,"Mission language 'our values and our people' appears unchanged across 2022, 2023, 2024, and 2025 filings spanning multiple director composition changes, indicating institutional rather than leadership-specific purpose.",0.0,"While COVID-19 adversity is documented (CECL reserves increased from $34.7M to $67.0M in 2020), passages do not show company explicitly maintaining or strengthening purpose-driven commitments (e.g., employee programs, community investment) as a costly decision during this stress period.",0.0,"Passages describe board diversity policies, director nomination processes, and say-on-pay votes, all of which are advisory or governance-focused mechanisms; no non-advisory, legally binding stakeholder accountability mechanism (e.g., profit-sharing formula, employee board veto rights) identified.",0.0,"Adversity passages (COVID-19, loan defaults, risk-sharing obligations) contain no explicit invocation of purpose, mission, or values language as an anchor during financial stress; purpose language appears only in standard governance and talent sections, not in adversity discussion.",0.0,-0.5,0.0,0.5,7.1,0.5071
WEC,0.35,1.0,0.9,0.5,1.25,0.0084,0.0045,0.477,0.0096,0.0058,0.2357,0.5922,0.5584,0.0111,0.000266,9,0,6.65,1.2,"WEC's mission language ('build and sustain long-term value for shareholders and customers by focusing on reliability, operating efficiency, financial discipline, customer care, safety, and environmental stewardship') appears in strategy passages and proxy letters but is absent from the annual report body as a formal mission statement, and the annual report passages provided are almost entirely regulatory/accounting boilerplate with no mission articulation.",1.2,"The year-coverage analysis confirms zero dedicated mission/purpose sections across all filing years 2017-2025; proxy letters show consistent ESG Progress Plan language from 2020 onward but early 2017-2019 filings lack structured purpose sections, showing partial emergence rather than longitudinal consistency, consistent with the near-zero decay slope (0.0003) indicating stability only within the limited window where purpose language exists.",1.5,"Compensation passages explicitly state that since 2004 the short-term incentive plan includes named non-financial metrics—employee safety, customer satisfaction, workforce diversity, and supplier diversity—as formal incentive targets alongside financial metrics, constituting a documented binding mechanism linking pay to stakeholder outcomes, though environmental goals are assessed indirectly via capital plan execution rather than explicit metric targets.",1.5,"Multiple specific stakeholder groups are named with some measurable commitments: employees (safety reduction of 59% OSHA-recordable incidents since 2008, nine business resource groups), diverse suppliers ($333.7 million record spend in 2023 with certified minority-, women-, veteran-owned businesses), customers (satisfaction as incentive metric, decoupling mechanisms), and communities (charitable giving), but commitments remain largely aspirational in framing rather than quantified targets with enforcement.",,0.0,"No dedicated mission/purpose statement sections identified in passages; regulatory and business description language remains substantially consistent across 2017–2025 filings with only minor technical refinements (e.g., 'one to six years' to 'one to twenty years' for asset recovery periods).",0.0,P1 not triggered; no prerequisite condition met.,0.0,"Passages do not establish a stated purpose beneficiary group, nor document material adverse action contradicting such a stated purpose within the same filing window.",0.0,"Purpose-related language (environmental stewardship, reliability, safety, exceptional customer care, financial discipline) appears throughout Item 1 Business and Item 7 MD&A sections, not confined to dedicated ESG/sustainability sections.",0.5,"The core purpose statement—'continuing to build and sustain long-term value for shareholders and customers by focusing on environmental stewardship; reliability; operating efficiency; financial discipline; exceptional customer care; and safety'—appears verbatim or near-identical across multiple years (2020–2024 passages) without attribution to individual leadership, indicating institutional continuity.",0.0,"No passages document financial distress, cost cuts, layoffs, or other material adversity; passages mention regulatory assets and capital planning but not stressed financials or difficult trade-offs during documented hardship.",0.0,"Governance passages describe board committees, compensation policies, and stockholder engagement mechanisms, but identify no formally binding (non-advisory) mechanism through which non-shareholder stakeholders (employees, communities) exercise decision-making power or profit-sharing.",0.0,"Adversity passages (competitive pressure, regulatory uncertainty, weather risk) do not explicitly invoke or cite the company's stated purpose or mission language to anchor strategy; they present risks and operational challenges in neutral business language.",0.0,0.0,0.0,0.5,7.15,0.5107
WELL,0.7,1.0,0.9,0.5,1.6,0.0089,0.0067,0.5403,0.0069,0.0035,0.0652,0.5269,0.5764,0.0051,0.000529,9,0,7.35,1.5,"10-K consistently states a purpose of 'driving the transformation of health care infrastructure' to 'improve people's wellness and overall health care experience' naming seniors housing operators, post-acute providers and health systems, but DEF 14A letters use mostly financial/shareholder framing rather than operational mission language.",1.5,"Mission/purpose human capital sections are absent from 2017-2020 10-Ks and only appear from 2021 onward, indicating reactive adoption; the 'driving transformation of health care infrastructure' tagline is stable but the broader purpose framing was added later and shifted to 'residential wellness' framing by 2025.",1.5,"DEF 14A explicitly names non-financial metrics in the annual incentive scorecard — ESG Measures with quantified goals (MSCI rating, GRESB score, ENERGY STAR Partner of Year, Bloomberg GEI inclusion, employee engagement score targets, ENG membership, volunteer hours) directly tied to bonus payouts in 2022-2024 compensation tables.",1.25,"Specific groups named (employees, seniors housing operators, post-acute providers, health systems, tenants, residents) with some measurable commitments (1:1 gender parity, 10% GHG/energy/water reduction by 2025, 86% engagement score), but commitments concentrate on employees/environment with operator/resident commitments remaining largely aspirational.",,0.0,"Mission language across 2021-2025 remains substantially consistent in core framing: employee engagement, development, performance management, and talent retention as cornerstones, with evolution in implementation methods (e.g., AI-based manager training in 2025) rather than fundamental rewrite.",0.0,P1 not triggered; P2 cannot trigger independently.,0.0,"No passages document material adverse action against employees despite stated commitment to employee engagement, development, and wellness; passages show sustained investment in programs and enhanced benefits rather than contradiction.",0.0,"Purpose/mission language appears in Human Capital sections of 10-K filings (Items 1, 7) alongside business strategy and MD&A, not clustered only in standalone ESG sections; evidence shows distribution across main filing narrative.",0.5,"Mission language on employee engagement, development, and talent strategy remains substantively unchanged across multiple filing years (2021-2025), indicating institutional purpose independent of specific leadership tenure.",0.75,"Passages document continuous costly investments in employee development programs, enhanced compensation/benefits surveys, wellness initiatives expansion, and four-day workweek implementation during 2023-2024 period, operationalizing stated mission to build environment where employees feel valued.",0.0,"Governance passages describe board committees, director independence standards, and shareholder recommendation procedures, but no evidence of legally binding non-shareholder stakeholder accountability mechanisms such as employee board representation, binding profit-sharing, or community veto rights.",0.0,Adversity passages (2018-2019) reference cost reductions and severance-related costs but do not explicitly invoke mission/purpose language as an anchor during those periods; purpose language concentrates in 2021-2025 passages during stable operating periods.,0.0,-0.5,0.0,1.25,8.1,0.5786
WES,0.7,1.0,0.5,0.5,1.2,0.0484,0.0024,0.5,0.0024,0.0024,0.25,0.143,1.0,0.0,0.0,1,0,5.95,2.0,"The mission 'to improve lives through safe, sustainable, and efficient energy delivery' names a broad societal beneficiary and differentiates on safety/sustainability, but the strategic pillars quickly revert to generic financial framing (returns of capital, distribution growth) with no proxy/governance filing presence to reinforce operational language.",1.0,"Only a single filing year (2025) is present in the dataset; with no early-period filings (2016-2018) available to confirm longitudinal consistency, the framework mandates a cap reflecting inability to verify stability over time.",0.5,"Mission language is referenced in the strategy section as a filter for acquisitions ('fit with our mission and competencies'), but no binding non-financial metrics appear in compensation formulas, board charters, or capital allocation criteria in the provided passages.",1.25,"The passages name specific groups — unitholders, customers, and broader 'stakeholders' — and reference superior customer service and sustainable operations as foundational principles, but all commitments remain aspirational with no measurable targets or consistent governance-filing reinforcement.",,0.0,"Only one filing year (2025) is present in the dataset, making it impossible to assess whether the mission was materially rewritten across years.",0.0,P1 not triggered; P2 cannot trigger independently.,0.0,"No passages document material adverse actions against stated beneficiary groups (customers, employees, communities); the passages focus on growth strategy, not contradictory actions.",0.0,"Purpose language ('improve lives through safe, sustainable, and efficient energy delivery') appears integrated into the main strategy section discussing core business objectives and execution plans, not isolated to a separate ESG section.",0.0,Only one filing year (2025) is available; no evidence of mission continuity across multiple leadership periods can be established.,0.0,No adversity passages are present in the dataset; the single passage describes growth opportunities rather than financial or operational stress.,0.0,"No passages describe formal binding stakeholder accountability mechanisms such as employee board representation, binding profit-sharing formulas, or community veto rights.",0.0,The adversity passages provided are identical to the mission passages with no distinct documentation of financial difficulty or operational challenge; purpose language does not appear invoked during a separate adversity context.,0.0,0.0,0.0,0.0,5.95,0.425
WEX,0.7,1.0,0.5,0.5,1.2,0.0076,0.0055,0.5425,0.0073,0.0052,0.1385,0.5891,0.5116,0.0054,-1.5e-05,10,0,6.4,1.5,"WEX articulates a purpose ('simplify the business of running a business') with DEI and ESG frameworks present in both annual reports and proxy filings, but the mission language is generic in describing 'who is served' and lacks sharp differentiation from competitors beyond diversity metrics.",1.2,"Purpose/values sections are absent from 2016-2020 annual report filings and only materially appear from 2021 onwards, with ESG practices in proxy filings beginning only in 2018 as bullet-point lists rather than integrated mission language, indicating the framework was built incrementally rather than being a foundational, consistent commitment.",1.0,"The 2023 annual report states 'WEX executive leadership annual goals and variable compensation are aligned to progress' on DEI goals (gender parity and 50% increase in U.S. employees of color in leadership by 2025), and the 2022 proxy references 'incorporating new ESG-related objectives' into executive compensation, but no explicit weighting or formula for these non-financial metrics in the STIP/LTIP is documented in the provided passages — the 2023 STIP table shows only Adjusted Revenue and Adjusted Operating Income as weighted components.",1.5,"WEX names specific stakeholder groups — employees (with measurable diversity statistics: 56% female, 22% U.S. people of color), customers (fleet efficiency, EV products, healthcare navigation), suppliers (Tier 1 and Tier 2 diverse suppliers program), and communities (WEX Cares Foundation) — but most commitments remain aspirational (2025 DEI goals described as 'aspirational') rather than fully binding and measurable across all groups.",,0.0,Mission/purpose language on diversity and inclusion shows natural refinement and expansion (2021→2022→2023) rather than material rewrite—core framing of 'diverse and inclusive culture' remains consistent across years.,0.0,P1 not triggered; P2 cannot trigger independently. No evidence of mission rewrite during financial distress.,0.0,"Passages do not show WEX stating employees or communities as core beneficiaries while simultaneously documenting material adverse actions (layoffs, harm) against those groups in the same filing window.",0.0,"Purpose/values language on diversity, inclusion, employee wellbeing, and culture appears throughout business sections (Item 1 Business, compensation structure, culture) not confined to dedicated ESG/sustainability sections.",0.5,"Diversity and inclusion mission language appears unchanged across 2021, 2022, and 2023 filings under different leadership periods, demonstrating institutional rather than personal commitment to the purpose.",0.0,"Passages document financial stress (refinancing risks, debt restructuring costs mentioned 2021-2023) but do not show WEX maintaining or strengthening costly purpose commitments (e.g., DE&I investments, Total Rewards programs) *through* documented revenue decline or operational retrenchment.",0.0,"Governance Committee structure, board composition, and compensation oversight are advisory or supervisory bodies; no passages evidence a legally binding, non-shareholder stakeholder mechanism such as binding profit-sharing, employee board representation, or community veto rights.",0.0,"Adversity passages (2022 refinancing risks, debt restructuring) do not explicitly invoke mission, purpose, or values language as an anchor—they discuss financial conditions and regulatory matters in isolation from purpose framing.",0.0,-0.5,0.0,0.5,6.4,0.4571
WFC,0.7,1.0,0.9,0.5,1.6,0.0101,0.0078,0.5298,0.0125,0.0047,0.1492,0.6307,0.5369,0.0092,0.000483,9,0,7.35,1.5,"The annual report passages describe WFC generically as 'a leading financial services company' serving 'individuals, businesses and institutions' without a differentiated purpose statement, while the proxy filings contain a clearer vision ('satisfy our customers' financial needs and help them succeed financially') and stakeholder framing, but these appear primarily in proxy/governance documents rather than integrated operationally across both filing types.",1.5,"Early filings (2017, 2018, 2019) in the annual report use only generic 'diversified financial services company' language with no mission/purpose section, while later filings (2020 onward) shift to 'leading financial services company' with slightly more elaboration, but a structured purpose/values section is absent from annual report Item 1 across all years, with substantive purpose language confined to proxy statements from 2020 onward.",1.25,"The 2023 compensation passage explicitly names ESG (including DE&I and Community Engagement) as a formal performance category in the HRC's variable compensation framework alongside Risk, Financial, and Operational categories, and Compensation Passage 6 references diversity initiative progress as part of individual performance assessment beginning 2020, but no specific numerical ESG targets or binding threshold percentages are disclosed as determinative in the bonus formula.",1.5,"Proxy passages name specific stakeholder groups (customers, employees, regulators, suppliers, communities, shareholders) with some measurable commitments such as '$1 billion in philanthropic capital for housing affordability through 2025,' '$200 billion in financing for sustainable businesses by 2030,' '435,000 minority households helped to purchase homes since 2016,' and the 10-year Banking Inclusion Initiative, but many commitments remain aspirational without binding accountability mechanisms.",,0.0,"No dedicated mission/purpose statement passages provided; only boilerplate business descriptions remain identical across 2017–2025, showing no material rewrite of any stated mission.",0.0,P1 not triggered; cannot assess P2.,0.0,"No passages explicitly state beneficiary stakeholders or documented material adverse actions (e.g., mass layoffs, environmental violations) in the provided excerpts.",0.0,"No dedicated ESG/sustainability sections provided in passages; all provided text is from Item 1 Business sections, and no purpose/mission language appears in any of them to assess clustering.",0.0,No mission or purpose language provided across any year to demonstrate institutional continuity across leadership periods.,0.0,"No passages document costly purposeful decisions (e.g., maintained community investment, employee programs) during the financial stress evident in declining equity and loan changes across 2017–2025.",0.0,"Governance passages describe advisory committees (ICC, ERCC, management committees) and performance incentives tied to executive discretion, but no legally binding stakeholder accountability mechanism (e.g., employee board seats, binding profit-sharing, community veto rights).",0.0,"Adversity passages (declining equity 2017–2025, asset management challenges) contain no explicit invocation of purpose/mission/values language to anchor strategy during stress.",0.0,-0.5,0.0,0.0,6.85,0.4893
WGO,0.7,1.0,0.5,0.5,1.2,0.006,0.0061,0.5,0.0075,0.0036,0.1194,0.5719,0.5269,0.0077,-5e-05,10,0,5.45,1.5,"10-K references 'our purpose, culture, and operations' tied to employee well-being and safety with measurable TRIR/DART metrics, and DEF 14A describes positioning as a 'premier outdoor lifestyle company' with environmental/community goals, but no single differentiated mission statement naming who is served and how appears consistently in operational language across both filing types.",1.0,"Purpose/culture language is absent from 2016-2022 10-K filings and only appears in 2023 and 2024 (with 2025 dropping it again per the year coverage analysis), indicating reactive adoption rather than foundational embedding, consistent with the negative decay slope.",0.5,"OICP and LTIP compensation metrics across all years (2018-2025) are exclusively financial (Net Revenue, Operating Income, Net Working Capital, ROIC, EPS) plus individual objectives; no non-financial purpose metric (safety, diversity, emissions) is named in the bonus formula, and Nominating/Governance Committee oversight of ESG is general rather than a binding stakeholder mandate.",1.25,"DEF 14A names specific groups (employees, dealers, customers, communities, suppliers) with measurable 2030 environmental goals (90% waste diversion, 50% GHG reduction, 30% water reduction) and quantified community giving ($3.9M, 13,000+ volunteer hours), but stakeholder commitments toward employees/customers/dealers remain largely aspirational and the 10-K body emphasizes shareholder/financial framing with only safety metrics quantified.",,0.0,"Passages from 2023 and 2024 show identical purpose language ('our purpose, culture, and operations' with employee well-being focus), representing continuity not material rewrite; no year-labeled mission statements provided to establish substantial replacement.",0.0,P1 not triggered; no mission rewrite documented across adversity periods.,0.0,"Passages cite employee well-being as purpose focus and document safety improvements (TRIR improved 29% in 2024, DART improved 18%), showing alignment rather than contradiction with stated purpose.",0.0,"Purpose/culture language appears within Item 1 (Business section) discussing operations and employee well-being, not confined to dedicated ESG sections; evidence shows integration throughout filing structure rather than clustering.",0.0,"Michael J. Happe listed as President and CEO in both 2023 and 2024 (year first elected 2016), but only two years of purpose language passages provided are insufficient to establish multi-leadership continuity.",0.0,No documented financial distress or cost-cutting in provided passages; adversity passages discuss macroeconomic risk sensitivity but no evidence of period-specific financial crisis paired with maintained purpose investments.,0.0,"Governance passages describe Board committees (Finance, HR, Nominating) and their advisory roles over mission/values (Finance Committee evaluates 'financial health, strategic goals, mission, and values'), but no binding mechanism or stakeholder veto rights documented.",0.0,Adversity passages (2016–2024) discuss competitive and macroeconomic risks but contain no explicit invocation of purpose/mission/values language as anchor during documented periods of financial difficulty or operational challenge.,0.0,-0.5,0.0,0.0,4.95,0.3536
WHG,0.7,1.0,0.5,0.5,1.2,0.0076,0.0105,0.5514,0.0103,0.0086,0.1284,0.5776,0.5127,0.0085,0.000184,9,0,5.45,1.5,"WHG lacks an explicit mission statement; instead, ESG/values language describes culture and fiduciary duty to clients, present in both 10-K and DEF 14A but generic rather than a differentiated mission naming who is served and how.",1.0,"Mission/values/ESG sections are absent from 2017-2021 10-K filings (which contain only generic regulation/risk/competition language) and only appear from 2022 onward, indicating reactive adoption rather than foundational embedding.",0.5,"Compensation passages reference DEI policies and ESG principles as risk-mitigating factors, but no non-financial purpose metric is named in the bonus formula; Audit Committee charter mentions ESG oversight but without a binding stakeholder mandate tied to capital allocation.",1.25,"Specific groups named (clients, employees with 41-43% women/25-34% minority disclosures, communities via Stewpot/Habitat, environment via carbon offsets) but commitments are largely aspirational/descriptive rather than tied to measurable targets with accountability.",,0.0,"Purpose language across 2022–2025 shows consistent core framing ('ESG integration at corporate and investment level,' 'governing structures,' 'fiduciary duties') with only minor wording refinements (e.g., 'permeating' vs. 'across'), not substantial replacement.",0.0,P1 was not triggered; P2 cannot be triggered independently.,0.0,"Passages identify stakeholder beneficiaries (shareholders, employees via diversity mention in 2022, clients) but no adversity passages document material adverse actions against these groups within the filing window.",0.0,All provided passages are from dedicated ESG/governance sections; no main 10-K business strategy sections provided to assess whether purpose language appears throughout or is clustered only in ESG sections.,0.5,"Purpose language regarding 'ESG integration at corporate and investment level' and governance structures remains substantially unchanged from 2022 through 2025, indicating institutional commitment beyond any single leadership period.",0.0,"No adversity passages (e.g., revenue decline, restructuring, cost cuts) provided; cannot verify whether purpose commitments were maintained or strengthened through documented financial or operational stress.",0.0,"Accountability passages describe executive compensation scorecards and performance goals but do not establish non-advisory, legally binding mechanisms for non-shareholder stakeholder influence on decisions.",0.0,Adversity passages provided contain no documented periods of financial difficulty or operational challenge; all passages reflect stable purpose language without explicit invocation of mission during stress.,0.0,-0.5,0.0,0.5,5.45,0.3893
